y,e,z,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10
0.2951534715,0,0.2735870295,1,1,1,1,1,2,1,2,1,2
-1.804860807,0,-0.040040811,0,0,0,2,1,1,2,0,1,1
0.2974630149,1,-0.805132908,0,0,2,1,0,1,2,1,0,0
-0.700389481,0,0.5262236948,1,2,2,1,1,0,1,1,1,0
0.5224507933,1,0.9228430142,1,2,1,2,0,1,2,0,1,1
0.744981237,0,0.2678894111,1,0,1,2,0,2,1,1,2,1
2.4577028351,1,0.2974727871,2,1,1,1,1,1,1,1,1,1
4.2089312432,1,2.1021727883,1,1,0,1,1,0,1,0,2,1
-0.54509923,1,-1.033482129,0,0,1,2,0,0,2,1,1,0
0.4042906712,0,-1.342211292,1,1,2,0,0,2,1,1,1,1
-0.965481987,0,0.006044092,0,2,0,1,2,1,2,0,1,1
1.8228040543,0,1.0587524874,2,1,2,2,2,1,2,2,0,2
1.6958735516,0,0.9431567617,2,1,1,1,1,2,1,1,2,1
-0.089745843,1,0.3441862123,2,1,1,1,0,2,1,1,0,1
-2.096916115,0,-0.004724003,0,0,1,2,1,0,2,1,1,1
-0.45377556,0,-0.273771975,2,2,2,2,1,0,1,1,1,0
2.0591854751,1,-0.558426378,0,2,2,2,2,1,2,2,2,1
-0.409646401,0,0.2736480102,1,1,1,0,1,1,2,0,1,2
-2.060994431,0,-1.108957488,0,1,2,1,2,2,2,1,1,2
0.5324951884,0,-1.527387905,1,1,1,2,1,1,0,2,0,2
-0.807876434,0,-0.031376141,1,1,2,1,1,0,1,0,2,1
0.8035169618,1,1.588415357,2,1,0,2,0,1,2,0,2,1
-0.851926566,1,-3.024366161,1,2,2,0,0,1,0,1,1,2
-0.543855834,1,-0.76486981,1,1,1,0,0,2,1,1,1,1
0.624193252,1,-0.3152179,1,1,1,1,1,1,1,1,1,1
-1.333497587,1,0.382385483,0,0,1,0,1,1,2,1,1,0
-0.003708138,0,0.7794237083,0,0,1,1,0,1,2,2,0,2
-0.424340567,1,-0.109275114,2,0,2,2,0,1,1,0,1,1
-1.054519383,0,-1.003096605,1,2,2,2,1,1,1,1,0,1
-0.063331321,1,-1.006123694,1,1,0,0,0,1,1,1,1,2
1.1039598253,1,0.8162056909,1,1,1,0,2,2,0,1,1,1
-0.577023783,1,-1.078731289,1,0,1,1,0,2,0,1,1,0
0.6474887586,1,-0.131689338,1,1,0,2,2,1,0,1,2,0
-2.139691614,0,-0.180779158,1,1,1,2,0,1,1,0,0,2
-0.939686732,1,0.291643105,2,0,0,0,0,1,1,1,1,1
-1.862952623,1,-0.648754723,1,0,2,0,1,0,0,1,0,0
2.5760487488,0,1.2701309863,2,1,1,0,1,2,1,1,1,2
1.8055523311,0,0.2958738149,2,1,0,2,1,2,1,1,0,2
-0.889269721,1,-0.624588079,2,2,0,2,1,1,0,0,0,1
-1.001000029,1,0.2182074134,2,1,0,0,0,2,1,1,0,0
0.4578778496,1,-0.382869201,1,1,1,1,1,0,1,0,1,1
0.359922193,1,-1.362118478,1,1,2,0,1,2,1,0,2,2
-2.029637326,0,-1.768366582,1,0,1,2,1,0,1,0,0,1
0.0129979279,1,-0.096044452,1,2,2,1,0,1,0,2,1,1
1.8204427125,1,1.2927756915,2,0,1,1,2,0,1,1,2,2
1.8572175206,0,1.4933427445,1,1,0,2,2,2,0,1,1,1
1.5365731562,0,-0.134878659,2,1,0,0,2,1,1,1,2,0
2.4049002003,1,1.6284411394,1,1,1,1,2,0,2,1,2,0
-0.808703548,1,-0.320004428,0,0,2,1,2,1,1,0,1,2
1.9048589931,1,-0.446275838,0,0,1,2,1,1,2,1,1,0
2.8254167759,0,1.2755998813,2,0,0,1,0,0,1,1,1,0
-0.527027921,0,-0.962790131,0,0,1,2,0,1,2,1,1,2
-1.236275457,1,-1.421476751,2,1,2,1,2,2,1,0,1,1
-0.356674478,1,0.5255840482,1,0,2,2,1,2,1,1,1,1
-1.266504104,1,-1.496018562,1,1,1,1,0,1,1,1,0,2
-0.920093002,1,-0.245091976,0,0,2,2,0,0,1,2,2,1
3.6589106714,0,1.0058248652,2,1,1,1,2,2,1,1,0,0
-0.668725778,1,-0.092790602,1,1,1,0,0,0,1,1,2,0
-0.153379891,0,-1.719490029,1,0,1,2,1,1,1,0,0,2
0.4485172238,0,-0.05808116,2,1,2,2,2,1,1,1,1,1
3.0356198806,1,2.3896723811,1,0,2,1,1,0,1,1,1,1
1.5797896357,1,0.1339962801,1,1,1,1,1,0,1,1,2,1
-1.665197888,0,-1.11323946,1,1,0,2,0,2,1,2,1,1
0.7583444567,1,-0.571280637,1,1,1,2,0,1,0,0,1,0
-0.131038343,1,-0.061099521,1,2,2,2,0,2,1,0,0,2
0.6111387462,0,-0.751676429,0,2,2,2,0,0,2,0,1,2
-0.884222128,1,-1.087802658,0,1,1,2,1,1,1,2,1,1
0.9606545463,1,-0.527238134,1,1,0,2,0,2,1,1,1,0
1.9000406232,1,1.8723032732,2,1,2,2,1,2,2,2,1,1
-0.831443334,0,-0.168524212,2,1,1,2,2,1,2,1,0,1
-0.053258247,0,-1.536413421,1,0,2,1,1,1,1,1,1,1
-2.053994291,0,-1.569404543,0,0,1,1,1,0,0,1,1,1
0.4181550097,0,-0.929921974,2,1,1,1,1,0,1,2,1,0
1.7712313125,1,-0.765411895,1,2,2,1,2,1,0,2,1,1
0.3787160326,0,0.1070454173,1,2,1,1,2,2,0,1,1,1
2.8662127433,1,0.9425222206,1,1,1,1,2,1,0,1,2,0
0.155822771,1,0.0801106956,2,0,0,0,1,1,0,2,1,0
0.3384384091,0,-0.390406035,1,2,2,2,2,0,2,1,1,0
1.8888120562,0,0.1271153086,1,2,1,2,2,1,0,0,2,1
1.9556806653,1,0.5200260461,1,1,2,2,1,1,1,1,1,0
1.6080476965,0,-0.195147868,1,0,1,2,1,0,2,1,1,1
-0.936097303,0,-0.44720138,0,1,2,0,0,2,1,0,0,0
-2.540481833,0,-1.439994427,0,2,0,1,1,1,0,1,1,2
0.7618353513,1,-0.262880053,1,1,2,1,1,0,2,0,1,1
0.4017552591,1,1.2682160253,1,2,0,1,1,1,2,1,0,1
2.4946358133,1,0.9459714915,2,1,1,1,1,1,2,1,0,1
-2.087867627,0,-1.895610763,1,0,2,1,2,1,2,2,0,1
0.1172603633,0,-0.482694166,0,2,1,1,1,0,2,1,1,2
0.1666391745,1,-0.498316831,0,1,1,0,2,1,2,0,2,2
0.0348972377,0,0.6581989312,2,2,1,2,1,1,1,2,0,1
0.960037407,0,-0.350646086,1,1,1,1,1,1,1,2,0,1
-0.259506434,1,0.8637081934,2,1,1,1,1,1,1,2,2,1
2.5112058481,1,0.868320974,0,1,2,0,2,0,0,0,0,1
-0.362342962,1,-0.171761136,2,0,2,1,2,1,1,1,0,1
0.4273099647,1,0.1679759962,1,2,1,2,0,1,1,0,0,1
-0.496884582,1,-1.247297814,1,0,1,2,2,0,0,2,0,1
0.0464061626,1,0.261830322,1,1,1,0,1,2,1,0,1,2
0.1594686335,1,-1.242722341,1,1,1,1,1,0,0,1,2,1
-0.522868663,0,0.2755375979,1,1,1,0,2,1,0,1,1,1
-1.960135615,0,-1.812869876,0,1,2,1,1,2,0,0,1,1
0.554710026,0,0.7216626138,0,0,1,2,1,0,2,2,0,0
2.7847133679,1,2.2917077969,0,1,0,1,1,0,1,2,2,1
0.2512413122,0,-1.940297858,0,2,2,0,1,1,1,1,1,1
0.0852183955,0,-0.405549829,0,2,0,1,2,1,2,1,1,1
-0.846530454,1,-0.150777638,1,2,0,1,0,1,1,0,2,0
0.6123171698,1,1.7090134148,1,0,1,0,0,1,1,0,1,1
1.6841298282,0,0.4778664845,1,0,1,0,1,1,1,1,1,2
-0.681900828,0,1.2196581124,0,2,1,1,0,0,1,0,1,0
1.483009743,0,0.3757371413,0,1,0,1,2,1,2,0,1,0
0.5823491754,0,0.5423582342,0,1,1,2,2,1,0,0,1,1
0.1226906937,0,1.4794085347,1,2,1,0,1,1,1,0,1,2
0.8357306142,0,-0.299276131,1,1,0,0,1,1,1,1,1,2
-1.011475478,0,-0.83398785,2,1,1,0,2,1,2,1,1,0
-1.382306968,0,-2.241089688,0,2,1,2,1,1,2,1,1,1
2.405160956,0,1.2486699769,1,1,1,1,1,2,2,1,1,2
2.0275847778,1,1.4121206458,0,1,1,0,2,0,0,1,2,1
1.0809799998,0,0.6212919288,0,1,1,2,1,1,1,2,1,2
1.7775569099,1,0.1820818083,1,2,1,0,2,1,1,0,1,1
0.9979216656,1,1.2381477282,0,1,1,0,1,0,2,1,2,2
0.981638858,0,0.1600275854,1,0,0,1,0,0,1,1,1,2
0.893862726,0,-0.049923418,1,0,0,2,2,1,2,0,1,1
-0.581368124,1,-0.892409778,2,1,2,2,1,1,1,2,1,0
0.8656302162,0,-0.900499176,0,2,2,1,1,2,1,2,2,1
-0.298341153,0,-1.099188526,1,0,1,1,0,1,1,1,0,0
1.3036346278,0,0.3425813651,1,2,1,1,0,0,1,1,1,2
0.5339415513,0,0.6367884407,2,1,1,1,1,1,2,0,0,1
-0.080906401,0,1.4620143688,1,0,1,1,0,1,1,2,1,2
2.6604016473,1,1.6116424642,1,2,2,1,0,1,1,1,1,1
-1.015045399,0,-0.089154745,1,0,1,1,0,1,2,1,1,0
-0.761851681,0,-0.619187166,1,1,1,1,1,2,1,1,0,0
1.3217075589,0,0.4495767605,1,1,1,1,2,0,2,2,0,0
0.0664637689,0,1.0099818757,0,2,1,1,1,1,1,2,1,2
-1.791583426,0,2.0793244411,0,1,2,0,1,1,2,1,2,1
-1.651094709,0,0.380576912,0,2,0,0,1,0,2,2,0,1
1.603464777,0,0.9099168387,0,1,1,1,1,0,1,0,0,1
0.5255074569,0,0.4565223469,1,1,2,1,0,0,2,0,0,1
-0.591779937,1,-0.991928662,1,0,0,2,1,0,0,0,1,1
1.8510943646,0,1.4174228336,1,0,2,1,1,2,1,1,1,2
0.2757999573,0,-0.195618963,1,2,1,1,2,1,0,2,1,2
1.1143728766,0,0.4575058316,0,1,2,1,1,1,1,0,1,1
1.4633176925,1,-0.830763111,1,1,2,1,2,1,0,1,0,1
0.0647792127,1,-0.37834704,0,2,1,0,1,0,0,0,1,1
-0.108512266,1,0.53405026,0,2,1,0,1,2,0,1,2,2
1.6772184606,1,-0.600304962,0,1,1,2,1,1,0,1,1,0
0.8514430588,1,0.5506199031,1,1,1,1,1,2,1,1,2,0
0.4343441319,1,-1.409191258,0,2,2,2,1,1,1,2,1,2
2.1308254727,1,0.3755440886,0,1,1,1,2,0,0,0,0,2
0.2747286799,1,0.3212307296,1,1,2,1,2,1,1,1,2,0
-0.143480948,0,-1.733639737,1,1,0,1,1,2,2,1,1,2
4.0423769719,1,1.9734123203,0,1,0,1,2,0,1,1,0,1
0.2323212859,0,-0.817258074,1,1,2,0,0,0,0,0,0,1
2.3210316806,1,0.6985308724,1,2,1,2,2,0,1,1,2,2
-0.142419943,1,-0.784319332,1,1,1,0,0,2,2,1,1,0
-0.06000601,1,-1.658872875,0,2,2,0,1,1,0,2,1,1
4.3978966284,0,0.9940875282,2,1,0,1,2,1,1,1,2,1
1.0133177493,1,0.8488893242,1,2,1,2,1,2,2,1,0,1
1.2923674364,0,0.336873778,0,2,2,0,2,1,2,2,1,0
0.8710414346,1,0.3536154293,1,1,1,0,2,2,1,0,1,1
-0.427397597,0,-1.443512216,0,1,1,2,0,0,1,1,0,1
-1.27217615,1,0.7302260812,0,2,2,0,1,1,2,1,0,0
0.5938839278,0,0.5486272678,1,0,1,1,2,2,2,1,1,1
0.0958219572,0,0.1720025302,1,1,1,1,2,1,1,1,0,2
1.1671579028,0,0.238819443,0,0,0,1,2,1,2,0,2,1
1.3694913401,1,-0.30268524,0,2,1,1,2,1,2,0,0,2
0.0140510697,0,-0.323246048,2,1,0,1,1,2,1,1,1,1
0.5606740347,1,-1.147953594,1,1,0,1,0,0,1,2,1,1
-3.248480814,0,-2.849342867,2,0,1,2,0,1,2,0,0,2
1.8639049966,0,-0.307642645,2,2,0,0,1,1,0,1,1,1
0.4843540554,0,-1.26955906,1,2,0,1,1,0,1,1,1,1
-0.421054992,1,-1.0365044,0,1,1,1,0,0,2,1,1,2
0.6995668907,0,0.2959981304,2,0,0,1,0,1,1,1,2,1
0.6648347133,1,1.9911737999,1,1,0,0,1,2,0,2,0,0
-1.39291802,0,-0.931449247,0,1,0,1,2,1,1,1,2,1
-1.447951579,0,-1.619260956,1,2,1,1,0,2,1,1,1,1
0.8980293459,1,1.2452151361,1,1,1,0,2,2,0,2,1,2
-0.504265214,1,1.4003022307,2,0,1,0,1,1,0,2,2,1
0.326601343,0,-0.255799796,1,1,1,1,0,1,1,2,0,1
1.6260958914,0,1.4300557225,1,0,2,1,1,2,1,0,1,2
1.5016076629,0,-0.109356066,1,1,0,2,1,1,2,1,0,1
-0.788751309,0,-0.990169308,1,2,1,1,2,1,0,0,1,1
2.5249570179,1,0.9030775097,1,2,1,1,0,2,0,1,2,2
-1.341870719,0,-0.459959299,2,1,2,1,1,1,0,2,0,0
-0.552287787,1,0.1012476932,2,0,1,1,0,1,2,2,2,1
-1.556292227,0,-2.724374167,1,0,2,1,0,1,0,0,1,1
-0.772274362,1,-0.322609082,2,0,2,2,1,1,1,2,1,0
0.8030952802,0,1.2508227235,0,2,1,1,2,1,2,1,2,1
-1.626143449,0,-0.318434455,1,0,1,2,2,0,2,0,2,2
-0.325196695,0,-0.929358515,0,2,0,0,1,1,2,2,1,0
0.4471453573,0,0.5026089856,1,1,1,1,1,1,1,2,2,2
1.773043589,0,1.5298238921,1,2,2,2,0,1,1,1,0,1
-1.042156338,0,0.116942336,0,0,2,0,1,0,2,0,1,2
2.1661637378,1,0.1320584926,0,2,2,1,2,2,1,1,0,2
2.9059666376,0,1.005108379,1,1,1,1,1,1,2,0,1,1
0.8935066194,1,0.058437481,1,0,2,1,2,1,1,1,1,1
-0.951530803,0,-0.009369679,1,1,2,0,1,1,1,1,1,0
-0.60601804,1,0.4770688645,0,2,1,2,1,1,1,1,1,2
0.6101581551,0,0.3060381656,2,1,2,2,1,0,1,1,1,2
-0.080963948,1,-0.005460427,2,1,2,1,1,1,0,0,2,0
0.8725697578,0,-0.383152811,0,0,1,1,1,2,0,0,1,1
1.3778243815,0,0.3775428117,2,1,1,1,1,2,0,0,2,1
-1.149412725,1,0.5322963964,2,0,1,0,0,0,0,1,0,1
0.412503454,0,0.2168527885,0,1,2,2,0,1,1,2,2,1
3.1376654009,1,0.9571087463,0,1,2,1,2,1,2,1,0,2
0.1452181978,0,-1.031734569,0,2,0,2,1,2,1,2,1,0
1.0215804895,1,0.0676863026,2,1,1,1,2,0,2,2,1,1
-0.499617125,0,-0.878921065,1,1,0,0,2,1,1,0,1,2
0.838784139,0,0.9895545534,0,1,1,1,0,0,1,1,1,1
1.4118853918,0,-0.667692475,2,2,1,2,2,1,1,2,1,2
-0.153267454,0,0.4506193515,0,0,1,2,0,1,0,0,1,0
0.824509957,1,0.0199227815,2,1,0,1,1,1,0,1,1,2
-0.023397393,0,0.7608660356,1,1,0,1,1,1,1,1,1,1
0.1946608792,1,0.8809646716,2,0,1,1,0,2,1,1,1,2
0.670825957,0,-0.420992754,0,0,2,1,2,1,2,0,2,1
1.105495725,0,-1.439577958,1,0,0,2,1,0,1,2,0,2
1.2071918752,1,0.3833016332,0,1,1,1,1,1,0,2,2,1
1.3478206713,0,-0.156724498,2,1,2,1,0,1,1,1,1,0
0.1151075274,0,0.2720160874,1,2,0,0,1,1,0,2,0,0
0.7303639808,0,-1.737555575,1,2,2,2,1,0,1,1,1,2
-1.065374891,0,-0.750205995,1,0,1,1,0,0,1,1,2,1
-2.207147707,1,-1.749748374,1,2,1,1,1,0,1,1,0,1
-0.924296748,1,1.2739064321,0,0,2,0,1,1,1,1,1,2
-0.075396275,1,-0.849662869,1,1,1,0,0,0,2,1,1,1
-0.944339536,0,-1.575459642,1,1,1,2,1,1,1,1,1,1
-0.132035652,0,-1.210171524,2,2,1,0,1,0,2,2,2,1
-0.514042486,1,-0.44231118,0,1,0,1,1,2,0,1,1,1
0.4007665804,1,-0.128356017,1,1,1,1,0,1,0,1,1,2
-0.41135438,0,-0.987567194,2,1,1,1,2,1,1,2,0,1
0.5241617056,0,0.7503006992,1,0,1,2,1,0,1,1,2,2
0.0504466137,1,1.4671813827,2,1,0,0,1,1,1,1,2,1
3.7061430129,1,0.6874793277,1,0,1,2,2,2,2,2,1,1
-1.065836073,0,-0.155588921,1,0,2,0,1,0,2,1,0,2
0.211063643,0,1.3415207177,0,1,1,0,0,0,2,1,1,1
1.7769223252,1,0.8921398363,1,0,1,1,2,2,1,1,0,1
0.1949813852,0,0.26301737,1,0,0,0,2,2,1,1,1,1
1.3947251676,1,-1.17250722,0,0,0,1,1,2,2,2,0,2
1.6110030994,0,-0.324073397,2,0,2,2,0,2,1,2,0,1
2.5678761901,1,0.5835294702,1,0,2,2,0,1,1,0,2,0
-0.093082786,1,-0.05003487,0,1,1,1,0,1,0,2,0,1
1.535260004,1,1.5425684284,1,0,0,2,0,1,0,0,0,2
2.8211215647,0,1.1727597691,1,2,1,1,2,0,1,1,1,0
1.2723726477,0,0.4078221121,1,2,1,1,1,2,2,1,1,2
0.3431172146,0,-0.071421814,1,1,0,2,1,2,1,0,1,1
0.8665746027,1,0.5668707332,2,1,1,0,2,2,2,1,0,2
-0.00171784,0,1.7167119078,1,1,1,0,0,1,1,1,2,2
2.6739800624,1,-0.093454389,1,1,0,0,0,1,1,1,2,1
2.6961690052,1,2.2039841253,1,0,2,2,1,1,1,1,1,0
0.1693804376,0,-0.172547932,0,1,1,1,2,1,2,1,2,1
-0.177123301,1,0.2625429665,0,1,0,2,1,0,2,0,2,1
-0.332818517,0,1.2173374318,1,1,1,1,1,2,1,0,1,0
-0.627809956,0,-0.039008653,1,1,0,0,1,2,0,1,1,0
0.3430299397,0,0.4604122135,1,2,1,1,1,1,2,1,1,0
2.9256379201,1,1.8748240497,1,2,2,1,1,2,1,0,2,0
3.8146674446,0,1.1246792066,1,1,1,2,0,0,1,2,2,1
1.1334718343,1,0.5925279306,0,1,0,0,2,1,0,2,2,0
0.189321239,0,0.8090522419,0,0,0,2,1,1,1,1,1,1
-0.06997403,1,-0.04846991,1,2,0,1,0,2,0,0,1,1
-3.946447086,0,-2.223997178,1,2,2,1,2,1,2,2,0,1
-0.597920838,1,0.0563486726,2,0,2,1,0,0,1,1,1,1
-0.97808791,1,-1.17446362,1,1,1,1,1,1,1,1,1,1
2.0627468742,1,0.7452270168,1,1,0,2,2,0,1,2,2,0
0.87308413,0,-0.416044525,0,0,0,2,1,1,1,0,1,0
1.6879085535,1,-0.329225612,0,2,2,0,1,1,1,1,2,0
-0.942326152,0,-0.00497077,1,1,1,1,1,1,2,2,2,1
0.4882723602,0,1.6641262095,0,1,2,2,1,0,1,2,1,1
0.5748241825,0,0.7700952982,1,2,2,2,0,2,1,0,2,1
0.9026549914,1,0.0587580171,0,2,0,1,2,1,1,1,0,0
-0.243123582,1,-0.148653376,2,0,2,0,0,0,1,2,0,1
-1.345323936,1,-0.684545273,0,1,2,0,1,2,1,1,2,0
-2.146502886,0,-1.031378002,0,2,0,2,1,0,0,1,0,0
0.9894520578,1,-0.972293514,1,0,1,1,0,0,2,1,2,1
-1.811945916,0,0.0245548026,0,2,2,0,0,0,2,1,1,0
1.6300891671,1,0.5609734806,2,1,1,1,1,2,1,1,1,1
0.0482292787,1,-0.688732479,1,2,0,1,2,0,2,1,1,1
1.7470338499,0,-0.397729654,2,1,1,2,0,1,0,2,0,0
-1.393951976,0,0.6426336225,1,1,0,0,0,2,0,0,2,0
-2.16623736,0,-1.297567949,0,1,2,2,1,0,1,1,1,0
1.4640430006,0,1.98183595,1,1,2,2,0,0,0,2,2,1
3.2615879508,1,1.123368656,0,1,0,0,2,0,0,1,2,2
0.2495168344,1,-0.265412632,1,1,1,1,1,1,0,1,1,2
0.4889108678,0,0.1548241927,1,0,2,1,2,2,0,1,0,2
1.4502500678,0,-1.089669521,2,0,0,2,1,2,0,0,2,1
0.2588098395,1,0.2848322426,1,0,0,0,1,1,2,1,1,1
1.0571956318,1,-0.943072301,1,2,0,2,0,1,2,0,1,1
-0.629711008,0,1.6270956605,0,0,1,1,1,0,0,0,0,1
-0.373495853,0,1.4767697184,0,2,2,0,1,0,0,2,2,1
2.5681431145,1,-0.036601492,0,2,1,1,0,0,1,2,1,1
1.3287508389,0,0.7233120628,0,1,1,2,0,1,1,0,1,0
-1.545189168,0,0.2123225848,0,2,0,0,0,1,2,1,0,0
0.2227262672,1,0.6611060067,2,1,1,0,1,1,0,1,2,0
3.5564053209,0,0.9689277395,2,1,1,2,2,1,1,1,0,1
-1.00134733,0,-1.152567173,2,2,2,2,1,0,2,1,1,1
-0.565070799,0,0.7881904158,1,2,0,0,1,0,1,0,1,0
1.9352400185,0,0.6162303724,2,1,1,1,1,1,0,1,2,1
1.258047565,1,-0.964249155,0,1,1,1,2,2,1,1,1,0
0.2269973652,1,-0.353299163,2,1,1,1,1,1,0,1,2,1
3.5133882352,1,0.0649430386,0,2,1,1,1,1,2,2,1,1
-0.445069993,1,-0.056880918,2,1,0,0,1,1,0,0,1,2
-1.544002852,1,0.7802381266,2,0,2,1,0,2,1,0,1,2
1.6130838761,0,1.0935197748,1,1,0,0,1,0,0,1,2,2
0.1300398424,1,-0.477441658,1,2,1,1,2,1,1,0,0,1
-0.082281927,0,-0.367539099,0,1,0,1,2,1,0,0,1,1
0.0212542888,1,0.500346019,1,0,0,0,1,1,1,1,1,1
-0.948742615,0,-0.024140161,1,1,0,0,2,1,1,1,0,1
-0.73462649,0,-0.06680229,1,1,2,1,0,0,2,1,0,2
2.0522778346,1,1.6027350992,0,0,0,2,1,1,2,0,1,1
-0.225349894,1,0.0440847405,2,2,1,1,1,1,2,0,0,2
-0.852407833,1,-0.803847378,2,1,0,1,2,1,0,2,0,1
2.6390134982,0,0.7808267163,2,1,1,2,2,0,1,0,0,0
2.6008194148,1,1.4677361857,0,1,1,1,1,1,1,0,1,1
0.5242284933,0,0.0008302836,1,0,1,1,2,0,1,2,1,1
0.2320375067,1,-1.058496892,1,1,2,2,2,0,1,0,1,1
0.4242855665,1,0.1588888768,1,1,1,2,1,2,1,0,1,1
-1.37079923,1,-1.843771883,1,2,1,2,0,2,2,0,0,1
1.398984714,1,2.435171175,1,2,0,1,1,0,2,1,1,2
1.9716297789,1,1.7575620431,1,1,0,1,1,1,0,1,2,2
2.864747476,1,1.2124160946,0,0,0,2,2,1,1,0,1,1
2.4748266545,0,0.4289104849,2,1,0,1,0,0,2,1,0,1
0.2850609806,0,0.9427297655,1,0,1,2,1,1,1,1,1,1
-0.932654474,0,-0.604597166,1,0,2,1,1,2,0,2,1,1
-1.434454939,1,-0.35988169,0,0,0,2,1,0,2,1,2,1
-0.412800911,1,-1.28011288,0,2,2,1,0,1,1,2,1,2
-4.150443124,1,-2.150395173,2,1,1,1,2,2,2,0,0,0
-0.405680385,0,0.3325902229,2,1,1,0,1,0,1,1,0,1
0.0529512485,1,1.3465803056,1,2,1,0,1,1,1,2,0,1
0.0392801985,1,0.5867502078,0,1,2,0,1,0,2,0,0,1
0.5356662702,1,0.3103998223,1,0,1,1,2,2,2,2,0,1
-0.684560587,1,0.1586729979,2,0,2,1,1,1,1,1,1,1
0.4434915886,1,-0.271316416,1,1,1,2,2,0,0,2,0,0
1.7623835933,1,1.1787475205,1,1,0,0,1,0,1,0,0,1
-0.215603751,1,-0.375838086,0,1,1,1,2,2,1,2,2,2
-0.996874651,1,-1.375449152,2,2,1,0,1,0,0,1,1,2
2.9084691907,0,1.6519969012,2,0,1,1,0,2,2,0,2,1
-1.083197095,1,-1.908229196,2,1,0,0,2,2,0,1,1,1
1.3427977074,1,-0.485730927,1,1,0,1,2,2,1,1,1,2
-1.902724441,0,0.4355417584,1,0,2,1,1,0,2,2,1,0
2.5142471298,1,1.7480377986,1,1,2,1,2,0,0,1,0,1
-1.457967182,1,-1.56913471,1,2,2,0,1,1,0,2,1,1
0.7387737926,0,0.3615922361,0,2,1,1,0,2,2,2,0,0
0.7299377811,1,1.0100481899,0,2,1,0,0,1,2,0,1,2
0.4693094543,0,0.9658019594,1,1,2,0,2,0,2,0,1,2
1.387713001,1,0.4456528547,0,2,0,1,2,0,2,2,1,2
0.2848055294,0,1.2753968795,1,0,1,0,1,0,2,1,1,1
1.1085287169,0,1.503126687,0,1,1,1,0,1,0,1,2,1
-0.215320425,0,0.4117338335,1,1,2,0,1,1,1,2,0,0
-0.657947217,1,-0.751914217,1,2,2,1,1,2,0,0,1,1
1.0695746964,1,-0.473808495,0,1,1,1,1,1,2,2,1,1
-0.57707992,0,0.281855169,0,1,2,0,0,1,1,1,1,2
1.1597732082,1,0.2873725472,0,2,1,1,2,0,1,0,0,0
1.0725839851,0,1.116834157,1,1,2,1,1,1,0,2,0,1
-0.226124053,1,-0.964891889,1,1,2,0,2,1,2,2,2,1
-0.612053957,0,-1.21307752,1,1,1,1,0,2,0,1,2,2
-0.337588403,0,0.3248958413,1,1,1,0,2,2,1,1,1,1
0.3115710172,1,0.430717154,0,2,0,1,0,2,1,2,0,0
1.1409940178,1,-0.251740384,2,2,0,2,1,2,1,1,1,1
-0.063443739,1,-1.556084037,1,0,0,1,1,2,1,1,1,0
0.0364466463,1,0.1971880276,2,1,1,1,1,1,1,1,1,0
0.4106980897,0,1.2868751901,1,1,1,1,0,2,1,0,1,2
2.4021417617,0,0.4121777984,2,1,0,1,1,0,1,0,2,1
1.9272023378,0,1.0569780113,2,0,0,1,1,2,1,2,0,0
-1.036880186,0,-0.987858957,1,2,2,1,1,0,1,2,1,1
3.2670604569,0,2.3976122705,2,2,2,2,0,1,1,2,1,2
1.104314455,1,-0.145056172,0,1,1,1,2,1,1,2,1,0
3.1777434707,1,0.4321222391,0,2,2,2,1,1,1,2,0,1
-0.697787642,1,-0.391122628,1,1,1,0,0,1,2,0,1,1
-1.248837296,1,-0.837353621,1,0,1,1,1,0,2,0,1,0
1.4807125767,0,0.9311278029,0,1,0,0,0,2,1,2,1,0
3.7416137456,0,2.3222752996,1,1,0,2,2,1,1,0,1,1
0.985703229,1,-0.810598042,1,1,0,0,2,0,2,1,1,1
2.8111966403,0,1.6730493825,1,2,0,1,2,1,2,1,1,2
0.1122906827,1,-1.895214021,1,2,1,1,0,1,1,1,1,0
2.0056250837,0,0.7075829801,1,1,1,1,1,0,2,1,0,1
0.2380300429,1,-0.42584856,2,2,2,1,1,2,1,2,1,1
2.4434782748,0,1.0969007312,1,2,0,2,1,1,1,1,1,1
-0.30125987,0,-0.647707607,0,0,2,1,2,2,1,1,0,1
2.1265629486,1,1.038388991,1,2,1,2,0,1,0,1,2,1
-0.882441102,0,-0.231877697,2,0,1,0,2,1,1,1,1,2
-1.034625857,0,-0.982140239,2,1,0,2,1,0,0,0,2,1
-0.700141245,1,-0.167385412,2,1,2,0,2,1,2,1,1,1
1.0683579686,1,-0.792352423,2,0,1,1,2,2,1,0,1,0
-3.07412614,1,-1.207367252,2,2,0,2,0,0,1,1,1,1
-0.028129027,0,-1.543651657,1,0,2,0,2,2,1,1,1,2
-0.678463252,1,0.038266207,2,1,0,1,0,1,2,1,1,1
-2.824506584,1,-2.325210703,1,2,1,2,1,1,2,0,0,0
1.9577624207,1,-0.046979836,1,1,1,2,1,2,1,1,2,1
2.451367928,1,1.5070134032,0,0,2,2,2,1,1,0,1,1
2.3920914163,1,0.5330086742,1,2,0,2,1,1,1,2,0,2
0.2071805198,0,-0.174811005,0,1,1,1,1,2,0,2,1,2
1.016592393,0,0.613985831,1,1,2,1,1,0,2,0,1,1
2.9589942735,0,0.8863842852,1,1,1,1,2,0,0,1,1,2
